record_id,redcap_survey_identifier,participant_information_sheet_informed_consent_timestamp,prolific_id,prolific_study_id,prolific_session_id,consent_01___1,consent_02___1,participant_information_sheet_informed_consent_complete,your_demographic_information_timestamp,demographics_age,demographics_sex,demographics_gender,demographics_gender_text,demographics_language,demographics_tz,demographics_occupation,attentioncheck_01,your_demographic_information_complete,template_timestamp,design_appearance,design_wearlikelihoodrating_public,design_wearlikelihoodrating_home,design_wearlikelihoodrating_work,design_wearlikelihoodrating_social,design_wearlikelihoodrating_exercise,design_wearduration,design_restrict,design_difficulty,design_check,template_complete,wrist_timestamp,design_appearance_wrist,design_wearlikelihoodrating_public_wrist,design_wearlikelihoodrating_home_wrist,design_wearlikelihoodrating_work_wrist,design_wearlikelihoodrating_social_wrist,design_wearlikelihoodrating_exercise_wrist,design_wearduration_wrist,design_restrict_wrist,design_difficulty_wrist,design_check_wrist,wrist_complete,collar_pin_timestamp,design_appearance_collarpin,design_wearlikelihoodrating_public_collarpin,design_wearlikelihoodrating_home_collarpin,design_wearlikelihoodrating_work_collarpin,attentioncheck_02,design_wearlikelihoodrating_social_collarpin,design_wearlikelihoodrating_exercise_collarpin,design_wearduration_collarpin,design_restrict_collarpin,design_difficulty_collarpin,design_check_collarpin,collar_pin_complete,glasses_timestamp,design_appearance_glasses,design_wearlikelihoodrating_public_glasses,design_wearlikelihoodrating_home_glasses,design_wearlikelihoodrating_work_glasses,design_wearlikelihoodrating_social_glasses,design_wearlikelihoodrating_exercise_glasses,design_wearduration_glasses,design_restrict_glasses,design_difficulty_glasses,design_check_glasses,glasses_complete,hat_pin_timestamp,design_appearance_glasses_hatpin,design_wearlikelihoodrating_public_glasses_hatpin,attentioncheck_03,design_wearlikelihoodrating_home_glasses_hatpin,design_wearlikelihoodrating_work_glasses_hatpin,design_wearlikelihoodrating_social_glasses_hatpin,design_wearlikelihoodrating_exercise_glasses_hatpin,design_wearduration_glasses_hatpin,design_restrict_glasses_hatpin,design_difficulty_glasses_hatpin,design_check_glasses_hatpin,hat_pin_complete,neck_loop_timestamp,design_appearance_neckloop,design_wearlikelihoodrating_public_neckloop,design_wearlikelihoodrating_home_neckloop,design_wearlikelihoodrating_work_neckloop,design_wearlikelihoodrating_social_neckloop,design_wearlikelihoodrating_exercise_neckloop,design_wearduration_neckloop,design_restrict_neckloop,design_difficulty_neckloop,design_check_neckloop,neck_loop_complete,chest_pin_timestamp,design_appearance_chestpin,design_wearlikelihoodrating_public_chestpin,design_wearlikelihoodrating_home_chestpin,design_wearlikelihoodrating_work_chestpin,design_wearlikelihoodrating_social_chestpin,design_wearlikelihoodrating_exercise_chestpin,design_wearduration_chestpin,design_restrict_chestpin,design_difficulty_chestpin,design_check_chestpin,chest_pin_complete,necklace_timestamp,design_appearance_necklace,design_wearlikelihoodrating_public_necklace,design_wearlikelihoodrating_home_necklace,design_wearlikelihoodrating_work_necklace,design_wearlikelihoodrating_social_necklace,design_wearlikelihoodrating_exercise_necklace,design_wearduration_necklace,design_restrict_necklace,design_difficulty_necklace,design_check_necklace,necklace_complete,sleeve_collar_timestamp,design_appearance_sleevecollar,design_wearlikelihoodrating_public_sleevecollar,design_wearlikelihoodrating_home_sleevecollar,design_wearlikelihoodrating_work_sleevecollar,design_wearlikelihoodrating_social_sleevecollar,design_wearlikelihoodrating_exercise_sleevecollar,design_wearduration_sleevecollar,design_restrict_sleevecollar,design_difficulty_sleevecollar,design_check_sleevecollar,sleeve_collar_complete,other_designs_timestamp,design_openended,design_feedback,other_designs_complete,completion_screen_timestamp,completion_screen_complete
53,,09.01.24 22:11,,,,1,1,2,09.01.24 22:14,53,1,1,,1,385,4,9,2,,,,,,,,,,,,0,09.01.24 22:16,5,7,7,7,7,7,7,1,Showering,You wear it like a wristwatch,2,09.01.24 22:17,5,7,7,7,19,7,7,7,1,"sleeping, showering",Off center on the collar of your shirt,2,09.01.24 22:19,3,3,3,3,2,2,3,6,"While working, driving, watching tv, showering, exercising",on the arm of a pair of glasses,2,09.01.24 22:21,5,1,4,1,1,1,1,1,6,Pretty much all the time,Off center on the edge of your hat,2,09.01.24 22:22,4,5,5,5,5,5,6,1,Showering,around the neck like a pair of earphones,2,09.01.24 22:24,5,4,5,5,5,5,6,1,This would be difficult to remember to put on and might interfere with seat belt use,on your chest like a lapel pin,2,09.01.24 22:25,4,5,5,5,5,2,6,2,"exercising, to bed, showering",As a necklace,2,09.01.24 22:26,3,2,2,2,2,2,2,6,All the time. Hate anything around my arms like sleeves.,Like an armband,2,09.01.24 22:27,Attached to the top of your shoe or maybe like the collar one but attached to your sleeve,no,2,09.01.24 22:28,2
54,,09.01.24 22:12,,,,1,1,2,09.01.24 22:13,69,1,1,,1,385,4,9,2,,,,,,,,,,,,0,09.01.24 22:16,5,5,4,6,5,7,5,4,exercising,on the wrist,2,09.01.24 22:18,4,5,4,5,19,5,5,5,3,none,collar,2,09.01.24 22:19,4,3,3,3,3,3,1,2,reading,side of glasses,2,09.01.24 22:21,5,6,4,5,4,5,5,2,3,cleaning,on head piece,2,09.01.24 22:23,3,3,3,2,1,2,1,2,"exercising, cooking,",neck ,2,09.01.24 22:24,5,6,6,6,6,5,6,3,none,chest,2,09.01.24 22:26,5,3,4,3,3,3,2,3,"exercising, working, ",neck area,2,09.01.24 22:28,5,7,6,6,6,4,7,1,none,dress collar ,2,09.01.24 22:31,BROOCHES AND PINS. These are convenient and light to carry or place on the body,NO,2,09.01.24 22:32,2
55,,09.01.24 22:40,,,,1,1,2,09.01.24 22:44,29,2,1,,1,383,1,9,2,,,,,,,,,,,,0,09.01.24 23:07,5,4,3,7,6,4,4,3,Yes,NA,2,09.01.24 23:12,2,4,3,3,19,4,3,4,5,No,NA,2,09.01.24 23:12,4,3,4,4,3,3,4,4,No,na,2,09.01.24 23:13,4,4,4,5,4,2,4,4,6,na,na,2,09.01.24 23:14,4,3,2,3,4,5,5,4,no,na,2,09.01.24 23:15,4,4,2,5,6,3,4,4,no,na,2,09.01.24 23:16,3,4,4,2,2,4,3,3,no,na,2,09.01.24 23:16,4,6,5,3,3,7,4,4,no,na,2,09.01.24 23:17,Nanite is inherently a hierarchical level of detail structure that relies on being able to simplify small triangles into larger triangles and choosing the coarser one when it determines the difference is smaller than can be perceived.,"There were no issues during the study, and I was able to complete it smoothly, achieving the desired results.",2,09.01.24 23:17,2
56,,11.01.24 15:55,,,,1,1,2,11.01.24 15:55,53,2,1,,1,381,3,9,2,,,,,,,,,,,,0,11.01.24 15:58,4,5,5,5,3,5,4,2,When cooking  When bathing,worn around the wrist,2,11.01.24 15:59,5,6,6,6,19,5,6,7,2,When bathing,worn attached to the collar of clothing,2,11.01.24 16:01,2,2,3,2,1,3,2,1,It just seems obtrusive in all situations,attached to or as part of a pair of glasses,2,11.01.24 16:03,3,2,4,1,2,2,4,2,3,Wearing a hat indoors is impractical most of the time.,attached to a hat,2,11.01.24 16:04,1,1,1,1,1,1,1,4,Exercise. It appears that it could be an uncomfortable weight and shape around the neck.,worn around the neck,2,11.01.24 16:06,6,6,6,6,5,6,7,2,couldn't be worn while bathing,attached to upper chest area of worn clothing,2,11.01.24 16:08,4,3,3,3,2,3,1,2,bathing  exercise - too loose and swinging,"like a medallion, around the neck",2,11.01.24 16:09,5,5,4,4,4,6,3,1,bathing,a wide band around the upper am,2,11.01.24 16:11,"How about a finger ring? Unobtrusive, easily wearable, doesn't prevent any typical daily activities. If the electronics can be crammed in there, of course! It's an option I would choose.",None.,2,11.01.24 16:11,2
57,,11.01.24 15:59,,,,1,1,2,11.01.24 16:00,24,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:01,5,6,5,2,6,5,4,2,push ups handstands,wrist,2,11.01.24 16:03,4,5,4,1,19,1,6,5,2,chest to floor movements,chest,2,11.01.24 16:03,7,7,7,7,7,7,6,1,swimming,face,2,11.01.24 16:04,5,6,4,4,2,5,6,4,1,none,head,2,11.01.24 16:04,3,1,1,1,1,1,1,3,handstand,neck,2,11.01.24 16:05,7,7,6,4,4,6,7,1,none,chest,2,11.01.24 16:05,6,6,5,5,6,7,7,1,none,neck,2,11.01.24 16:06,5,4,4,4,4,7,4,1,none,arm,2,11.01.24 16:06,ear piece thats also headphones,none,2,11.01.24 16:06,2
58,,11.01.24 15:59,,,,1,1,2,11.01.24 16:00,52,1,1,,0,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:02,5,4,7,6,3,1,3,2,in excercise or while running as it may be a bit of a hassle/a weight.  also at social events might be exhausting to continuesly explain how it is a light logger and not a watch or camera.,on the wrist area,2,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
59,,11.01.24 16:01,,,,1,1,2,11.01.24 16:03,46,2,1,,0,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:11,5,6,6,5,5,5,6,2,"Intense activities like sport or heavy duty work, sleeping, medical procedures.",Right or left wrist.,2,11.01.24 16:17,3,4,5,3,19,3,2,5,5,"Sport activities, manual labor, sleeping, medical procedures.",Neck area.,2,11.01.24 16:22,4,4,5,3,4,3,4,5,"Sport, during some work tasks, sleeping, med. procedures","Head, eyes.",2,11.01.24 16:26,3,4,4,3,4,4,2,4,5,"Any intense activities like sport or manual labor, formal appearance, sleeping, medical procedures.",Head,2,11.01.24 16:29,3,3,5,3,3,3,4,5,"Physicals activities, manual work, medical procedures, sleeping.",Neck and shoulders.,2,11.01.24 16:32,5,5,6,5,5,4,5,2,"Sleeping, medical procedures, some sport activities like lifting the barbell.",Chest,2,11.01.24 16:35,5,5,6,5,5,3,5,2,"Sport activities, manual work, formal appearance, sleeping, med procedures",Chest,2,11.01.24 16:38,4,5,6,5,4,5,5,2,"Sleeping, medical procedures, some heavy duty work or very intense physical activities.",Arm,2,11.01.24 16:44,"It is difficult to say as I do not know details such as weight and dimensions. I believe the wrist is an optimal area with an attractive design, like a bracelet.",No,2,11.01.24 16:44,2
60,,11.01.24 16:03,,,,1,1,2,11.01.24 16:04,43,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:08,5,6,5,5,5,3,7,3,"Doing exercise, lifting weights at the gym.",wrist,2,11.01.24 16:09,4,4,6,5,19,4,2,5,3,"Doing exercise, lifting weights.",On the top of your collar,2,11.01.24 16:10,4,3,5,3,3,2,3,4,Anything physical like running.,glasses on face,2,11.01.24 16:13,3,3,4,5,3,2,2,2,5,Anything physical. Not sure how secure it would be on the hat.,A pin attached to a hat on your head.,2,11.01.24 16:14,2,2,4,3,2,2,2,5,It looks uncomfortable so I'm not sure that I would be able to do much movement with it on.,Around the neck,2,11.01.24 16:15,6,5,6,5,5,4,6,3,It might be difficult in physical activities like running.,pin on your chest,2,11.01.24 16:16,4,3,5,4,3,3,2,5,During exercise it would get in the way.,As a necklace around your neck,2,11.01.24 16:17,4,3,5,3,3,4,5,2,Lifting weights,Arm band,2,11.01.24 16:17,Maybe as a ring around your finger.,No,2,11.01.24 16:18,2
61,,11.01.24 16:04,,,,1,1,2,11.01.24 16:05,23,2,1,,0,381,1,9,2,,,,,,,,,,,,0,11.01.24 16:09,5,5,3,3,3,5,4,2,I get a skin reaction (rash) when wearing watches. If that happens then it might be difficult for me to wear for long periods.,"placed on the wrist, uncumbersome and looks fairly trendy with fitness watches",2,11.01.24 16:11,3,3,4,2,19,2,4,4,1,I think this might be even more comfortable than the watch so not very difficult,looks unattractive and looks very obvious,2,11.01.24 16:13,2,2,3,2,1,3,3,4,I think this might block some of my peripheral vision,"its design just looks very unattractive, reminds me of the google glasses",2,11.01.24 16:16,3,3,4,3,1,1,3,3,3,"seems like this design is made to be worn with a hat, or is part of the hat, anyways, seems like you have to wear a hat to use it?",placement is okay but could be a little cumbersome being so high up on the body,2,11.01.24 16:18,4,3,3,2,2,4,3,1,dont see any obvious difficulties,"seems okay, but perhaps a hoodie might block this device",2,11.01.24 16:21,5,4,5,4,4,5,3,1,no difficulties seen,"seems fine, but it might extrude a little outwards if placed on the chest it feels like",2,11.01.24 16:23,5,5,5,5,5,6,3,3,it might bounce alot when jogging as an example,"more attractive looking than the rest, the necklace band might cause some risks perhaps?",2,11.01.24 16:26,6,5,6,5,5,6,3,3,body strength exercises,"placement is fine, and looks attractive",2,11.01.24 16:27,"I personally cycle, and the devices used in cycling always go onto the bicycle itself, so perhaps in other sports like cycling a design could be made onto the bicycle itself",none,2,11.01.24 16:28,2
62,,11.01.24 16:04,,,,1,1,2,11.01.24 16:05,42,1,1,,0,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:07,4,5,5,5,3,6,6,2,"Swimming, sleeping, manual work ",On the wrist,2,11.01.24 16:10,5,5,5,5,19,5,5,6,2,"Manual work, getting a massage or facial",Neck/collarbone (presumably clipped to a top),2,11.01.24 16:11,4,3,2,2,2,3,4,5,"When wearing glasses or sunglasses, vigorous exercise, manual work, swimming",Over the eyes (like sunglasses) ,2,11.01.24 16:13,2,1,4,2,1,1,2,3,4,"Any social or work context, swimming, vigorous exercise, most indoor activities",On the head (clipped to a hat presumably),2,11.01.24 16:14,5,5,5,5,5,5,6,2,"Facials and massages, swimming, manual work, when jewellery worn (ie necklace) ",around the neck,2,11.01.24 16:15,6,6,6,6,6,6,7,1,Sleeping ,on the chest,2,11.01.24 16:16,4,4,5,4,3,3,4,5,"Sport, swimming, when wearing other jewellery, manual work",on the chest/around the neck,2,11.01.24 16:17,2,2,4,2,1,5,3,2,In social settings ,Around the upper arm,2,11.01.24 16:19,"Clip-on to wear on the waist clipped to belt/trousers/trouser pocket     For women, a hair clip/hair tie","Interesting, thank you ",2,11.01.24 16:19,2
63,,11.01.24 16:04,,,,1,1,2,11.01.24 16:05,31,2,,,1,381,1,9,2,,,,,,,,,,,,0,11.01.24 16:09,3,2,3,1,3,3,2,2,"If a separate device from a smartwatch, it would feel uncomfortable wearing two wrist devices. May have connotations with ankle trackers.",The light logger goes around the wrist and is worn much like a watch or smart device.,2,11.01.24 16:12,4,5,3,1,19,1,4,4,1,First impression of the device is that it would look like a microphone and some may feel like they're being recorded if one is to talk to you.,"The light logger is attached to the collar of a shirt, near your neck.",2,11.01.24 16:13,1,1,1,1,1,1,1,4,"I do not wear glasses, given the history of smart glasses and their perceived possibility of intruding on others privacy, even though the devices has no such capability, would probably not be welcome. ",The light logger is worn like a pair of glasses.,2,11.01.24 16:18,2,2,4,1,1,1,3,1,1,"If wearing a helmet is required, the pin would not be sufficient to attach it near the head. Taking helmet off and reattaching the light logger will be annoying.  The pin may also damage head wear.",Light logger has a pin that can be pushed through a beanie or hat.,2,11.01.24 16:22,4,4,4,4,3,4,4,1,The light logger may catch onto objects and remove them from the person wearing them. As they're not attached and merely placed upon the neck line.,Light logger is placed around your neck,2,11.01.24 16:24,3,3,3,4,2,3,4,1,The pin may damage clothing.,Light logger has a pin that is attached to your shirt around chest level.,2,11.01.24 16:26,4,3,2,3,2,3,3,1,Necklace could be dangerous around heavy machinery and may not be allowed to be worn.,The light logger is attached to a loop of string worn over the neck and is level with your chest.,2,11.01.24 16:31,4,4,3,4,2,5,3,2,I can not think of a situation where wearing an armband would be difficult.,Light logger is worn on your arm.,2,11.01.24 16:33,Light logger with velcro may provide the user with options to place them wherever they want.,None.,2,11.01.24 16:33,2
64,,11.01.24 16:05,,,,1,1,2,11.01.24 16:05,33,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:07,5,4,5,5,3,2,5,1,only in workouts or in social contexts when I;m wearing an outfit that I don't feel would work with a light logger,on the wrist,2,11.01.24 16:08,2,1,2,1,19,1,1,1,1,"In all, I wouldn't wear something attached to my collar.",on the collar of clothing,2,11.01.24 16:11,1,1,1,1,1,1,1,1,I wouldn't wear these. I don't like the bulky box hanging off the side of the glasses. But I think it would be difficult and uncomfortable as the weight will be more on 1 side and pull on my ear. ,on the side arm of glasses,2,11.01.24 16:15,3,3,4,4,2,1,1,2,2,"If i was exercising, I wouldn't wear a hat",On the brim of a hat,2,11.01.24 16:18,2,1,4,1,1,1,2,2,Exercising again would be the main issue as I think it would fall off ,around the neck like a necklace,2,11.01.24 16:25,4,2,4,2,1,3,3,1,"I don't think there are any situations, I could wear it during exercise as I don't think it would fall off. ",pinned onto the chest via clothing,2,11.01.24 16:26,2,2,4,1,1,1,2,2,Again exercise would be my main concern it would move around too much and possibly cause injury. ,around the neck as a necklace,2,11.01.24 16:27,4,4,5,3,1,5,4,1,Can't think of any situations where this would be difficult,around the arm as an armband,2,11.01.24 16:28,"A ring, that can be worn on any fingers. I think that would less intrusive to be constantly rather than the other ones. The only one I would wear often would be a watch style. ",No other comments. ,2,,0
65,,11.01.24 16:05,,,,1,1,2,11.01.24 16:06,23,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:08,5,6,6,6,6,5,6,1,outdoor weather like raining or going swimming,on the wrist,2,11.01.24 16:09,3,3,5,3,19,2,2,2,6,any physical activity,below the neck,2,11.01.24 16:10,1,1,3,2,1,1,1,5,If you dont wear glasses all the time,glasses/face,2,11.01.24 16:11,4,5,4,5,3,3,2,3,3,places you cannot wear a hat,hat/head,2,11.01.24 16:12,2,2,2,2,2,1,1,7,any activity,around the shoulders,2,11.01.24 16:13,5,5,5,5,5,4,5,3,if you need to wear lots of layers,chest,2,11.01.24 16:13,4,5,5,5,5,4,4,3,with layers,around the neck,2,11.01.24 16:14,5,2,5,4,3,4,3,4,get in the way of any arm movements,upper arm,2,11.01.24 16:15,something small and lightweight that doesnt interfere with movement,no,2,,0
66,,11.01.24 16:06,,,,1,1,2,11.01.24 16:07,54,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:11,4,4,4,4,4,4,5,1,"It might be restrictive in situations where water is involved, unless it is waterproof.  It might not be suitable for someone sticking to a strict dress code, for work etc","It sits on the wrist, with a strap, just like a watch. ",2,11.01.24 16:15,4,5,5,5,19,5,5,7,1,"It could possibly get splashes of food/drink on it, but i think it would be easy to move.","It its clipped to the neckline of a shirt, looks very unobtrusive.",2,11.01.24 16:17,3,3,4,3,3,4,4,4,"People might notice and assume its a camera, which could cause problems",The device is attatched to the frame of some glasses/spectacles.,2,11.01.24 16:19,3,3,4,3,3,3,3,1,4,Being indoors wearing a hat could be uncomfortable/awkward. Might look like it could be a camera to others.,The device is placed on the side of a beanie type hat.,2,11.01.24 16:22,4,4,4,4,4,3,4,3,Looks like it could fall off in certain situations such as exercise or leaning over.  Looks like headphones which might be inappropriate for work.,Device sits over/around the neck loosely like headphones can,2,11.01.24 16:24,5,5,5,5,5,5,7,1,Might not be suitable for dress code situations.,"Device sits on the front of a tshirt, on the left hand side.",2,11.01.24 16:25,4,4,4,4,3,3,4,2,"Might not be work appropriate, looks like it might get in the way during exercise, easy to lose.","Device sits around the neck, on a strap like a necklace",2,11.01.24 16:27,4,5,5,4,4,4,5,3,Might be a problem if the wearer is cold as it would be covered if they needed longer sleeves.,Device is fitted around the upper arm by a strap.,2,11.01.24 16:30,"Something that the wearer could easily clip on and off different items of clothing during the day. Clip to the collar of a shirt when indoors, then easily removed to clip onto a coat when going outdoors etc.","Very interesting, thank you!",2,11.01.24 16:30,2
67,,11.01.24 16:08,,,,1,1,2,11.01.24 16:08,24,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:10,3,2,4,4,1,3,3,2,Exercising - would usually be wearing an apple watch,too visible,2,11.01.24 16:10,4,3,5,3,19,2,3,3,1,different shaped clothing,on the neck of a top,2,11.01.24 16:11,1,1,1,1,1,1,1,7,would not want it on my face,eyes,2,11.01.24 16:12,3,3,4,2,1,3,1,2,3,indoors - where hats are uncommon,on a hat,2,11.01.24 16:12,2,1,3,2,1,4,2,4,uncomfortable on the collar bones,around neck,2,11.01.24 16:13,4,4,4,4,4,3,5,1,might be heavy and make holes in clothes,as a pin,2,11.01.24 16:14,3,4,5,5,1,2,3,3,might swing around while exercising,necklace,2,11.01.24 16:14,1,1,1,1,1,1,1,4,have to wear short sleeves,around arm,2,11.01.24 16:15,maybe as a ring if it was small,all of these were ugly and i wouldnt wear them by choice,2,,0
68,,11.01.24 16:08,,,,1,1,2,11.01.24 16:09,20,1,1,,1,381,1,9,2,,,,,,,,,,,,0,11.01.24 16:12,4,6,6,7,5,7,7,1,"Showering, swimming or in formal events","I like the placement since the light sensor looks a lot like a smart watch, so no one would question what it is",2,11.01.24 16:17,3,5,6,3,19,5,2,5,2,"Depending on the weight of the light logger, I may find it difficult to wear on certain lighter clothing. I also think it would be difficult to wear in any professional setting like at work. I would find it difficult to wear during exercise especially if the light logger does not sit securely.",The light logger in clipped onto the t-shirt collar of the user.,2,11.01.24 16:20,3,5,6,4,6,1,4,4,"I think it would be difficult to wear the light logger when doing strenuous activity. I think it also might be difficult to wear it in social settings for users who do not usually wear glasses, since it would not look normal.",The light logger is attached to the frame of glasses for the user to wear,2,11.01.24 16:24,3,4,4,6,1,4,2,3,2,"The light logger on a warm hat would be very difficult to wear in any situation that is professional, like at work since often hats can be seen as disrespectful. At my work, I have a dress code, and the light logger would not adhere to it. The hat may be very difficult to wear when the user is feeling warm. This includes always in the summer and also during exercise",The llight logger can be placed on the rim of a warm hat,2,11.01.24 16:26,5,4,7,4,6,3,5,3,This would be difficult to wear if jumping or moving during exercise. This may also be difficult to wear in professional settings.,The light logger drapes over each shoulder with a sensor at each end resting on your chest,2,11.01.24 16:27,5,6,7,4,7,3,6,2,I think this might be difficult during exercise if it weighs down your t-shirt.,This light logger can be clipped onto your tshirt,2,11.01.24 16:29,6,7,7,5,6,3,7,2,This would be difficult to wear during  exercise if jumping and moving.,This light logger is placed around the neck as a pendant on a necklace,2,11.01.24 16:31,5,3,7,3,5,7,5,1,"This would be difficult to wear during the cold weather. I would find it hard to wrap over the top of a jacket. In some social and public situations, this might look odd and raise questions from others.",This light jogger wrapped around your upper arm as an arm band,2,11.01.24 16:34,I think the design around the wrist is the best and perhaps it could be developed to look more like a nice watch for those who work in professional settings. ,N/A,2,11.01.24 16:34,2
